date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
2025-05-01,Madhya Pradesh,Chhatarpur,471405,185,155,12,352
2025-05-01,Madhya Pradesh,Panna,488001,140,71,13,224
2025-05-01,Madhya Pradesh,Morena,476444,76,66,31,173
2025-05-01,Madhya Pradesh,Barwani,451449,190,77,11,278
2025-05-01,Madhya Pradesh,Khargone,451441,304,131,13,448
2025-05-01,Madhya Pradesh,Jhabua,457661,308,316,10,634
2025-05-01,Madhya Pradesh,Burhanpur,450331,577,130,12,719
2025-05-01,Madhya Pradesh,Bhind,477001,449,132,20,601
2025-05-01,Madhya Pradesh,Barwani,451666,838,374,11,1223
2025-05-01,Madhya Pradesh,Indore,452001,519,111,18,648
2025-05-01,Madhya Pradesh,Chhatarpur,471313,209,158,18,385
2025-05-01,Madhya Pradesh,Ashok Nagar,473331,161,40,19,220
2025-05-01,Madhya Pradesh,Gwalior,474006,338,108,18,464
2025-05-01,Madhya Pradesh,Burhanpur,450221,147,49,17,213
2025-05-01,Madhya Pradesh,Vidisha,464228,209,43,15,267
2025-05-01,Madhya Pradesh,Morena,476001,633,247,13,893
2025-06-01,Madhya Pradesh,Alirajpur,457882,68,111,13,192
2025-06-01,Madhya Pradesh,Burhanpur,450332,343,186,10,539
2025-06-01,Madhya Pradesh,Burhanpur,450221,143,61,21,225
2025-06-01,Madhya Pradesh,Bhind,477557,257,110,13,380
2025-06-01,Madhya Pradesh,Khargone,451332,242,258,26,526
2025-06-01,Madhya Pradesh,Sheopur,476337,368,430,11,809
2025-06-01,Madhya Pradesh,Indore,452001,411,138,12,561
2025-06-01,Madhya Pradesh,Gwalior,475330,108,99,12,219
2025-06-01,Madhya Pradesh,Alirajpur,457887,93,72,17,182
2025-06-01,Madhya Pradesh,Chhatarpur,471606,90,140,15,245
2025-06-01,Madhya Pradesh,Gwalior,474001,436,177,29,642
2025-06-01,Madhya Pradesh,Burhanpur,450331,656,327,30,1013
2025-06-01,Madhya Pradesh,Morena,476001,678,399,27,1104
2025-06-01,Madhya Pradesh,Bhind,477445,121,105,26,252
2025-06-01,Madhya Pradesh,Morena,476221,527,336,26,889
2025-06-01,Madhya Pradesh,Ashoknagar,473443,291,238,12,541
2025-06-01,Madhya Pradesh,Gwalior,475220,164,167,13,344
2025-06-01,Madhya Pradesh,Barwani,451551,394,361,20,775
2025-06-01,Madhya Pradesh,Chhatarpur,471105,89,105,16,210
2025-06-01,Madhya Pradesh,Morena,476444,122,137,17,276
2025-06-01,Madhya Pradesh,Alirajpur,457893,50,126,11,187
2025-06-01,Madhya Pradesh,Dhar,454001,391,265,33,689
2025-06-01,Madhya Pradesh,Katni,483775,195,88,10,293
2025-06-01,Madhya Pradesh,Bhopal,462001,520,83,14,617
2025-06-01,Madhya Pradesh,Sagar,470227,131,53,17,201
2025-06-01,Madhya Pradesh,Gwalior,475110,356,346,23,725
2025-06-01,Madhya Pradesh,Chhatarpur,471625,93,156,10,259
2025-06-01,Madhya Pradesh,Ashoknagar,473335,146,170,11,327
2025-06-01,Madhya Pradesh,Jhabua,457661,261,628,10,899
2025-06-01,Madhya Pradesh,Bhopal,462022,170,32,14,216
2025-06-01,Madhya Pradesh,Dhar,454446,501,305,32,838
2025-06-01,Madhya Pradesh,Bhind,477116,129,113,11,253
2025-06-01,Madhya Pradesh,Shivpuri,473551,326,430,27,783
2025-06-01,Madhya Pradesh,Alirajpur,457990,165,277,43,485
2025-06-01,Madhya Pradesh,Barwani,451666,673,745,40,1458
2025-07-01,Madhya Pradesh,Panna,488001,301,173,13,487
2025-07-01,Madhya Pradesh,Khargone,451331,235,234,18,487
2025-07-01,Madhya Pradesh,Alirajpur,457993,215,450,37,702
2025-07-01,Madhya Pradesh,Khargone,451332,509,579,61,1149
2025-07-01,Madhya Pradesh,Shivpuri,473551,617,705,42,1364
2025-07-01,Madhya Pradesh,Sagar,470002,415,59,12,486
2025-07-01,Madhya Pradesh,Jhabua,457661,520,1091,65,1676
2025-07-01,Madhya Pradesh,Barwani,451666,1400,1376,79,2855
2025-07-01,Madhya Pradesh,Sagar,470227,167,52,10,229
2025-07-01,Madhya Pradesh,Dhar,454446,518,380,24,922
2025-07-01,Madhya Pradesh,Morena,476221,631,492,18,1141
2025-07-01,Madhya Pradesh,Morena,476111,529,533,25,1087
2025-07-01,Madhya Pradesh,Bhind,477445,174,231,31,436
2025-07-01,Madhya Pradesh,Indore,452001,994,432,41,1467
2025-07-01,Madhya Pradesh,Bhind,477001,499,262,23,784
2025-07-01,Madhya Pradesh,Morena,476115,548,429,53,1030
2025-07-01,Madhya Pradesh,Katni,483501,441,264,12,717
2025-07-01,Madhya Pradesh,Indore,452002,522,260,33,815
2025-07-01,Madhya Pradesh,Barwani,451551,533,598,103,1234
2025-07-01,Madhya Pradesh,Indore,452016,730,396,10,1136
2025-07-01,Madhya Pradesh,Morena,476224,423,320,14,757
2025-07-01,Madhya Pradesh,Dewas,455227,544,292,13,849
2025-07-01,Madhya Pradesh,Jhabua,457779,388,669,28,1085
2025-07-01,Madhya Pradesh,Guna,473222,637,423,12,1072
2025-07-01,Madhya Pradesh,Gwalior,475001,135,125,12,272
2025-07-01,Madhya Pradesh,Khandwa,450001,586,233,12,831
2025-07-01,Madhya Pradesh,Ashoknagar,473101,509,248,20,777
2025-07-01,Madhya Pradesh,Gwalior,475110,363,518,32,913
2025-07-01,Madhya Pradesh,Chhatarpur,471405,334,468,30,832
2025-07-01,Madhya Pradesh,Chhatarpur,471501,249,257,10,516
2025-07-01,Madhya Pradesh,Satna,485001,488,121,20,629
2025-07-01,Madhya Pradesh,Vidisha,464001,544,212,21,777
2025-07-01,Madhya Pradesh,Chhatarpur,471625,152,240,17,409
2025-07-01,Madhya Pradesh,Morena,476001,954,695,37,1686
2025-07-01,Madhya Pradesh,Bhind,477557,333,178,23,534
2025-07-01,Madhya Pradesh,Betul,460330,257,130,24,411
2025-07-01,Madhya Pradesh,Chhatarpur,471606,76,171,16,263
2025-07-01,Madhya Pradesh,Bhind,477660,275,216,21,512
2025-07-01,Madhya Pradesh,Barwani,451449,250,226,30,506
2025-07-01,Madhya Pradesh,Gwalior,475220,259,221,18,498
2025-07-01,Madhya Pradesh,Datia,475661,435,384,20,839
2025-07-01,Madhya Pradesh,Barwani,451556,251,138,10,399
2025-07-01,Madhya Pradesh,Chhatarpur,471318,252,183,10,445
2025-07-01,Madhya Pradesh,Gwalior,474001,761,363,58,1182
2025-07-01,Madhya Pradesh,Sagar,470001,478,156,12,646
2025-07-01,Madhya Pradesh,Bhopal,462001,918,198,17,1133
2025-07-01,Madhya Pradesh,Ashoknagar,473443,389,392,19,800
2025-07-01,Madhya Pradesh,Sheopur,476335,261,372,14,647
2025-07-01,Madhya Pradesh,Ashoknagar,473335,259,275,32,566
2025-07-01,Madhya Pradesh,Balaghat,481001,288,40,10,338
2025-07-01,Madhya Pradesh,Burhanpur,450331,942,585,81,1608
2025-07-01,Madhya Pradesh,Indore,452010,751,321,13,1085
2025-07-01,Madhya Pradesh,Burhanpur,450332,392,310,11,713
2025-07-01,Madhya Pradesh,Alirajpur,457887,103,124,17,244
2025-07-01,Madhya Pradesh,Alirajpur,457990,180,310,39,529
2025-07-01,Madhya Pradesh,Khargone,451111,146,68,11,225
2025-07-01,Madhya Pradesh,Khargone,451115,306,213,14,533
2025-07-01,Madhya Pradesh,Khargone,451228,270,103,15,388
2025-07-01,Madhya Pradesh,East Nimar,450661,189,254,15,458
2025-07-01,Madhya Pradesh,Chhatarpur,471311,273,215,14,502
2025-07-01,Madhya Pradesh,Khargone,451441,403,397,50,850
2025-07-01,Madhya Pradesh,Bhind,477116,225,195,32,452
2025-07-01,Madhya Pradesh,Bhind,477446,50,75,17,142
2025-07-01,Madhya Pradesh,Bhind,477555,112,102,12,226
2025-07-01,Madhya Pradesh,Sehore,466001,557,132,13,702
2025-07-01,Madhya Pradesh,Khargone,451335,114,90,15,219
2025-07-01,Madhya Pradesh,Sagar,470117,141,53,17,211
2025-07-01,Madhya Pradesh,Barwani,451881,129,107,14,250
2025-07-01,Madhya Pradesh,Gwalior,474005,136,97,10,243
2025-07-01,Madhya Pradesh,Khargone,451221,184,98,10,292
2025-07-01,Madhya Pradesh,Khargone,451001,402,147,32,581
2025-07-01,Madhya Pradesh,Bhind,477227,110,76,12,198
2025-07-01,Madhya Pradesh,Narsinghpur,487118,312,189,13,514
2025-07-01,Madhya Pradesh,Bhind,477222,146,133,10,289
2025-07-01,Madhya Pradesh,Morena,476444,143,200,29,372
2025-07-01,Madhya Pradesh,Sheopur,476337,496,597,13,1106
2025-07-01,Madhya Pradesh,Jabalpur,482002,361,87,14,462
2025-07-01,Madhya Pradesh,Gwalior,474010,227,161,14,402
2025-07-01,Madhya Pradesh,Barwani,451660,247,134,12,393
2025-07-01,Madhya Pradesh,Sehore,466331,594,364,13,971
2025-07-01,Madhya Pradesh,Barwani,451770,334,377,25,736
2025-07-01,Madhya Pradesh,Hoshangabad,461990,179,90,12,281
2025-07-01,Madhya Pradesh,Vidisha,464221,683,414,37,1134
2025-07-01,Madhya Pradesh,Chhatarpur,471313,292,310,17,619
2025-07-01,Madhya Pradesh,Bhind,477447,67,120,10,197
2025-07-01,Madhya Pradesh,Indore,452015,343,138,10,491
2025-07-01,Madhya Pradesh,Barwani,451447,417,392,37,846
2025-07-01,Madhya Pradesh,Gwalior,474006,532,336,31,899
2025-07-01,Madhya Pradesh,Betul,460001,456,82,19,557
2025-07-01,Madhya Pradesh,Burhanpur,450221,255,167,41,463
2025-07-01,Madhya Pradesh,Burhanpur,450445,117,62,13,192
2025-07-01,Madhya Pradesh,Bhind,477111,117,155,13,285
2025-12-31,Madhya Pradesh,Katni,483501,81,60,3,144
2025-10-30,Madhya Pradesh,Jhabua,457661,74,85,0,159
2025-11-02,Madhya Pradesh,Jhabua,457661,66,74,0,140
2025-12-22,Madhya Pradesh,Sheopur,476337,159,0,0,159
2025-04-01,West Bengal,Darjeeling,734010,81,49,17,147
2025-04-01,West Bengal,Cooch Behar,736135,243,127,20,390
2025-04-01,West Bengal,North 24 Parganas,700159,35,28,14,77
2025-04-01,West Bengal,Uttar Dinajpur,733134,484,109,27,620
2025-04-01,West Bengal,Darjeeling,734014,82,34,16,132
2025-04-01,West Bengal,Nadia,741502,204,33,11,248
2025-04-01,West Bengal,Jalpaiguri,735132,72,17,10,99
2025-04-01,West Bengal,Uttar Dinajpur,733129,333,106,59,498
2025-04-01,West Bengal,Malda,732124,306,80,10,396
2025-04-01,West Bengal,Uttar Dinajpur,733123,158,29,10,197
2025-04-01,West Bengal,Darjeeling,734013,49,18,13,80
2025-04-01,West Bengal,Uttar Dinajpur,733156,289,89,20,398
2025-04-01,West Bengal,Darjeeling,734003,109,65,13,187
2025-04-01,West Bengal,Darjeeling,734429,62,34,16,112
2025-04-01,West Bengal,Jalpaiguri,735135,122,45,26,193
2025-04-01,West Bengal,Cooch Behar,736145,54,29,12,95
2025-04-01,West Bengal,North 24 Parganas,700136,49,16,13,78
2025-04-01,West Bengal,North 24 Parganas,700102,42,23,12,77
2025-05-01,West Bengal,Kolkata,700014,90,78,10,178
2025-05-01,West Bengal,Dakshin Dinajpur,733121,179,42,14,235
2025-05-01,West Bengal,Jalpaiguri,735135,143,57,21,221
2025-05-01,West Bengal,Kalimpong,734301,12,39,27,78
2025-05-01,West Bengal,Darjeeling,734429,83,52,17,152
2025-05-01,West Bengal,Darjeeling,734003,119,87,20,226
2025-05-01,West Bengal,Uttar Dinajpur,733207,656,680,29,1365
2025-05-01,West Bengal,Alipurduar,735204,16,72,25,113
2025-05-01,West Bengal,North 24 Parganas,743423,251,75,11,337
2025-05-01,West Bengal,Cooch Behar,736134,208,121,18,347
2025-05-01,West Bengal,Kolkata,700023,109,98,14,221
2025-05-01,West Bengal,Cooch Behar,736135,384,244,21,649
2025-05-01,West Bengal,Nadia,741501,168,35,11,214
2025-05-01,West Bengal,Uttar Dinajpur,733201,317,215,10,542
2025-05-01,West Bengal,Jalpaiguri,735218,75,53,14,142
2025-05-01,West Bengal,Alipurduar,736182,26,40,18,84
2025-05-01,West Bengal,Darjeeling,734010,85,67,19,171
2025-05-01,West Bengal,Kolkata,700016,48,46,10,104
2025-05-01,West Bengal,Uttar Dinajpur,733156,242,103,11,356
2025-05-01,West Bengal,North 24 Parganas,743145,74,52,12,138
2025-05-01,West Bengal,Jalpaiguri,735224,121,49,10,180
2025-05-01,West Bengal,Cooch Behar,736165,182,61,28,271
2025-05-01,West Bengal,Birbhum,731204,204,61,13,278
2025-05-01,West Bengal,Jalpaiguri,735210,134,215,19,368
2025-05-01,West Bengal,Uttar Dinajpur,733129,237,141,34,412
2025-05-01,West Bengal,Nadia,741313,55,15,19,89
2025-05-01,West Bengal,Uttar Dinajpur,733202,649,340,13,1002
2025-05-01,West Bengal,North 24 Parganas,743263,169,68,14,251
2025-05-01,West Bengal,Cooch Behar,736167,217,180,10,407
2025-05-01,West Bengal,Nadia,741502,255,58,20,333
2025-06-01,West Bengal,24 Paraganas North,743263,92,77,13,182
2025-06-01,West Bengal,Kolkata,700006,50,77,15,142
2025-06-01,West Bengal,Nadia,741223,74,37,11,122
2025-06-01,West Bengal,Alipurduar,736206,40,71,10,121
2025-06-01,West Bengal,Nadia,741501,61,37,13,111
2025-06-01,West Bengal,Birbhum,731204,139,65,17,221
2025-06-01,West Bengal,Medinipur West,721201,45,67,10,122
2025-06-01,West Bengal,24 Paraganas North,743248,35,27,15,77
2025-06-01,West Bengal,Nadia,741126,81,60,14,155
2025-06-01,West Bengal,Darjeeling,734429,38,43,31,112
2025-06-01,West Bengal,Alipurduar,736202,37,68,11,116
2025-06-01,West Bengal,Dinajpur Uttar,733129,104,107,67,278
2025-06-01,West Bengal,Darjeeling,734010,18,27,29,74
2025-06-01,West Bengal,Malda,732124,115,127,10,252
2025-06-01,West Bengal,Alipurduar,736182,21,48,31,100
2025-06-01,West Bengal,Dinajpur Uttar,733202,374,393,12,779
2025-06-01,West Bengal,Jalpaiguri,735135,35,49,35,119
2025-06-01,West Bengal,Darjeeling,734003,27,59,26,112
2025-06-01,West Bengal,Dinajpur Uttar,733134,250,116,17,383
2025-06-01,West Bengal,Kolkata,700016,25,39,11,75
2025-06-01,West Bengal,Coochbehar,735224,47,46,12,105
2025-06-01,West Bengal,Kolkata,700023,45,76,17,138
2025-06-01,West Bengal,24 Paraganas North,700125,92,53,16,161
2025-06-01,West Bengal,Darjeeling,734001,30,56,17,103
2025-06-01,West Bengal,24 Paraganas North,700110,53,53,15,121
2025-06-01,West Bengal,Nadia,741502,64,42,34,140
2025-06-01,West Bengal,Dinajpur Uttar,733207,567,637,22,1226
2025-06-01,West Bengal,Jalpaiguri,735218,24,49,12,85
2025-06-01,West Bengal,24 Paraganas North,743127,78,59,10,147
2025-06-01,West Bengal,Kolkata,700004,23,19,34,76
2025-06-01,West Bengal,Alipurduar,735211,89,125,10,224
2025-06-01,West Bengal,Jalpaiguri,735202,15,78,18,111
2025-06-01,West Bengal,Kolkata,700039,78,117,10,205
2025-06-01,West Bengal,24 Paraganas North,743423,139,73,15,227
2025-07-01,West Bengal,Alipurduar,736202,82,100,18,200
2025-07-01,West Bengal,Darjeeling,734010,92,91,25,208
2025-07-01,West Bengal,Nadia,741253,77,14,11,102
2025-07-01,West Bengal,24 Paraganas North,743263,113,80,34,227
2025-07-01,West Bengal,Coochbehar,736146,204,303,12,519
2025-07-01,West Bengal,24 Paraganas North,700049,55,67,12,134
2025-07-01,West Bengal,24 Paraganas North,700056,34,53,11,98
2025-07-01,West Bengal,24 Paraganas North,743127,91,83,14,188
2025-07-01,West Bengal,Nadia,741402,68,23,13,104
2025-07-01,West Bengal,Nadia,741201,124,48,11,183
2025-07-01,West Bengal,Hooghly,712149,177,111,12,300
2025-07-01,West Bengal,Dinajpur Uttar,733207,1102,1207,45,2354
2025-07-01,West Bengal,Alipurduar,736182,36,64,48,148
2025-07-01,West Bengal,24 Paraganas South,743347,364,104,22,490
2025-07-01,West Bengal,Darjeeling,734013,43,23,21,87
2025-07-01,West Bengal,24 Paraganas North,743249,76,62,17,155
2025-07-01,West Bengal,Jalpaiguri,735202,59,119,21,199
2025-07-01,West Bengal,Darjeeling,734427,42,84,11,137
2025-07-01,West Bengal,Jalpaiguri,735135,149,128,23,300
2025-07-01,West Bengal,Nadia,741501,111,43,26,180
2025-07-01,West Bengal,24 Paraganas North,700124,71,49,15,135
2025-07-01,West Bengal,24 Paraganas North,743235,103,65,18,186
2025-07-01,West Bengal,Nadia,741222,107,122,15,244
2025-07-01,West Bengal,24 Paraganas North,743287,30,27,29,86
2025-07-01,West Bengal,Howrah,711101,149,200,12,361
2025-07-01,West Bengal,Kalimpong,734301,78,77,34,189
2025-07-01,West Bengal,Coochbehar,736165,174,84,32,290
2025-07-01,West Bengal,24 Paraganas North,700119,116,132,13,261
2025-07-01,West Bengal,Darjeeling,734003,118,135,33,286
2025-07-01,West Bengal,24 Paraganas North,743262,65,29,17,111
2025-07-01,West Bengal,24 Paraganas North,743145,77,78,14,169
2025-07-01,West Bengal,Kolkata,700007,34,60,10,104
2025-07-01,West Bengal,Alipurduar,736206,89,80,10,179
2025-07-01,West Bengal,Darjeeling,734101,57,41,18,116
2025-07-01,West Bengal,Coochbehar,736135,722,623,45,1390
2025-07-01,West Bengal,Alipurduar,736207,75,82,12,169
2025-07-01,West Bengal,24 Paraganas North,700110,61,74,10,145
2025-07-01,West Bengal,Coochbehar,736131,126,72,11,209
2025-07-01,West Bengal,Kolkata,700016,64,93,15,172
2025-07-01,West Bengal,Dinajpur Uttar,733210,1734,979,14,2727
2025-07-01,West Bengal,Dinajpur Dakshin,733124,404,154,16,574
2025-07-01,West Bengal,24 Paraganas North,743248,84,68,14,166
2025-07-01,West Bengal,Nadia,741126,295,80,15,390
2025-07-01,West Bengal,Dinajpur Uttar,733129,202,166,69,437
2025-07-01,West Bengal,Kolkata,700004,23,24,52,99
2025-07-01,West Bengal,Dinajpur Uttar,733134,573,206,21,800
2025-07-01,West Bengal,Coochbehar,735210,150,289,12,451
2025-07-01,West Bengal,Darjeeling,734429,117,133,13,263
2025-07-01,West Bengal,Nadia,741223,82,60,28,170
2025-07-01,West Bengal,Dinajpur Dakshin,733125,303,102,18,423
2025-07-01,West Bengal,Nadia,741404,259,72,10,341
2025-07-01,West Bengal,Dinajpur Uttar,733201,786,350,16,1152
2025-07-01,West Bengal,Birbhum,731204,157,77,24,258
2025-07-01,West Bengal,Kolkata,700006,54,73,22,149
2025-07-01,West Bengal,Kolkata,700023,102,157,32,291
2025-07-01,West Bengal,24 Paraganas North,700121,80,64,14,158
2025-07-01,West Bengal,24 Paraganas North,743251,119,44,15,178
2025-07-01,West Bengal,Darjeeling,734014,85,77,20,182
2025-07-01,West Bengal,Alipurduar,736204,123,186,12,321
2025-07-01,West Bengal,24 Paraganas North,700125,201,90,28,319
2025-07-01,West Bengal,Alipurduar,735204,32,149,18,199
2025-07-01,West Bengal,Alipurduar,736121,196,163,17,376
2025-07-01,West Bengal,24 Paraganas North,743423,356,131,45,532
2025-07-01,West Bengal,Coochbehar,736145,243,192,16,451
2025-07-01,West Bengal,24 Paraganas North,700129,26,32,18,76
2025-07-01,West Bengal,24 Paraganas North,700102,76,67,14,157
2025-07-01,West Bengal,Coochbehar,736167,335,366,10,711
2025-07-01,West Bengal,Dinajpur Uttar,733202,760,680,24,1464
2025-07-01,West Bengal,Medinipur West,721301,280,233,10,523
2025-07-01,West Bengal,Jalpaiguri,735225,16,48,11,75
2025-07-01,West Bengal,Coochbehar,735224,120,100,14,234
2025-07-01,West Bengal,Birbhum,731234,418,82,11,511
2025-07-01,West Bengal,24 Paraganas North,743329,718,688,12,1418
2025-07-01,West Bengal,Nadia,741502,157,74,32,263
2025-07-01,West Bengal,Darjeeling,734201,20,58,15,93
2025-07-01,West Bengal,24 Paraganas North,743245,39,46,15,100
2025-07-01,West Bengal,Nadia,741313,32,20,26,78
2025-09-01,West Bengal,Uttar Dinajpur,733210,50,38,0,88
2025-09-01,West Bengal,Uttar Dinajpur,733207,51,37,0,88
2025-09-02,West Bengal,Uttar Dinajpur,733202,87,53,0,140
2025-09-02,West Bengal,Murshidabad,742202,102,16,0,118
2025-09-03,West Bengal,Uttar Dinajpur,733202,53,53,0,106
2025-09-03,West Bengal,Uttar Dinajpur,733207,92,79,1,172
2025-09-04,West Bengal,Murshidabad,742202,64,27,0,91
2025-09-04,West Bengal,Uttar Dinajpur,733202,66,39,0,105
2025-09-05,West Bengal,Murshidabad,742202,126,9,0,135
2025-09-06,West Bengal,Uttar Dinajpur,733202,46,30,1,77
2025-09-06,West Bengal,Murshidabad,742202,131,29,0,160
2025-09-08,West Bengal,Uttar Dinajpur,733207,62,36,0,98
2025-09-08,West Bengal,Murshidabad,742202,72,10,0,82
2025-09-09,West Bengal,Uttar Dinajpur,733207,61,33,1,95
2025-09-09,West Bengal,Uttar Dinajpur,733202,39,35,0,74
2025-09-09,West Bengal,Murshidabad,742202,97,17,0,114
2025-09-10,West Bengal,Uttar Dinajpur,733207,51,35,0,86
2025-09-10,West Bengal,Murshidabad,742202,87,8,0,95
2025-09-10,West Bengal,Uttar Dinajpur,733210,93,38,1,132
2025-09-11,West Bengal,Uttar Dinajpur,733207,40,33,0,73
2025-09-12,West Bengal,Uttar Dinajpur,733207,61,28,0,89
2025-09-12,West Bengal,Murshidabad,742202,79,9,0,88
2025-09-13,West Bengal,Uttar Dinajpur,733202,53,31,0,84
2025-09-13,West Bengal,Murshidabad,742202,78,5,0,83
2025-09-15,West Bengal,Murshidabad,742202,76,5,0,81
2025-09-17,West Bengal,Murshidabad,742202,87,9,0,96
2025-09-18,West Bengal,Uttar Dinajpur,733202,44,29,1,74
2025-09-18,West Bengal,Uttar Dinajpur,733207,46,28,0,74
2025-09-19,West Bengal,Murshidabad,742202,71,6,0,77
2025-10-13,West Bengal,Uttar Dinajpur,733207,49,27,1,77
2025-10-17,West Bengal,Malda,732125,77,19,0,96
2025-10-17,West Bengal,Murshidabad,742202,72,8,0,80
2025-10-17,West Bengal,Uttar Dinajpur,733202,70,44,0,114
2025-10-17,West Bengal,Murshidabad,742202,72,8,0,80
2025-10-17,West Bengal,Uttar Dinajpur,733202,70,44,0,114
2025-10-17,West Bengal,South 24 Parganas,743329,60,21,0,81
2025-10-17,West Bengal,Uttar Dinajpur,733207,83,46,0,129
2025-10-17,West Bengal,Uttar Dinajpur,733210,91,50,0,141
2025-10-18,West Bengal,Uttar Dinajpur,733210,60,22,0,82
2025-10-19,West Bengal,Uttar Dinajpur,733202,58,27,1,86
2025-10-19,West Bengal,Uttar Dinajpur,733210,69,34,0,103
2025-10-19,West Bengal,Uttar Dinajpur,733207,72,31,0,103
2025-10-24,West Bengal,Uttar Dinajpur,733207,47,27,1,75
2025-10-24,West Bengal,Uttar Dinajpur,733210,50,24,0,74
2025-10-25,West Bengal,Uttar Dinajpur,733210,53,27,0,80
2025-12-31,West Bengal,South 24 Parganas,743329,28,46,1,75
2025-10-30,West Bengal,Murshidabad,742224,66,9,0,75
2025-10-30,West Bengal,Uttar Dinajpur,733208,58,24,0,82
2025-10-30,West Bengal,Murshidabad,742202,93,10,0,103
2025-10-30,West Bengal,South 24 Parganas,743355,60,17,0,77
2025-10-30,West Bengal,Uttar Dinajpur,733202,109,47,0,156
2025-10-30,West Bengal,Uttar Dinajpur,733210,79,35,0,114
2025-10-30,West Bengal,Uttar Dinajpur,733215,57,20,0,77
2025-10-30,West Bengal,Uttar Dinajpur,733207,99,49,0,148
2025-10-30,West Bengal,South 24 Parganas,743329,85,30,0,115
2025-11-02,West Bengal,South 24 Parganas,743338,73,10,0,83
2025-11-02,West Bengal,Murshidabad,742202,86,10,0,96
2025-11-02,West Bengal,South 24 Parganas,743329,89,22,0,111
2025-11-05,West Bengal,Uttar Dinajpur,733210,64,40,0,104
2025-11-05,West Bengal,Murshidabad,742202,96,6,0,102
2025-11-05,West Bengal,South 24 Parganas,743502,77,3,0,80
2025-11-10,West Bengal,Uttar Dinajpur,733210,57,17,0,74
2025-11-15,West Bengal,Malda,732125,71,14,0,85
2025-11-19,West Bengal,North 24 Parganas,743290,83,2,0,85
2025-12-15,West Bengal,Murshidabad,742202,61,13,2,76
2025-12-15,West Bengal,North 24 Parganas,700125,13,3,60,76
2025-12-15,West Bengal,Malda,732125,66,16,2,84
2025-12-29,West Bengal,Murshidabad,742202,133,2,0,135
2025-12-29,West Bengal,South 24 Parganas,743376,74,5,0,79
2025-12-29,West Bengal,Uttar Dinajpur,733128,84,3,0,87
2025-12-29,West Bengal,North 24 Parganas,743262,83,1,0,84
2025-12-29,West Bengal,South 24 Parganas,743329,129,8,0,137
2025-12-29,West Bengal,North 24 Parganas,743251,74,0,1,75
2025-12-29,West Bengal,Malda,732125,80,3,0,83
2025-12-29,West Bengal,Murshidabad,742148,80,2,0,82
2025-12-29,West Bengal,North 24 Parganas,743287,107,4,0,111
2025-12-29,West Bengal,South 24 Parganas,743502,75,3,0,78
2025-03-15,Assam,Marigaon,782105,26,16,140,182
2025-03-20,Assam,Kokrajhar,783360,32,75,29,136
2025-03-20,Assam,Dhubri,783348,11,115,37,163
2025-03-20,Assam,Marigaon,782105,49,83,29,161
2025-04-01,Assam,Darrang,784116,119,67,64,250
2025-04-01,Assam,Kamrup,781102,126,55,13,194
2025-04-01,Assam,Kamrup Metro,781025,33,71,21,125
2025-04-01,Assam,Goalpara,783120,34,43,38,115
2025-04-01,Assam,Hojai,782435,205,60,29,294
